row,room_id,host_id,room_type,address,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,latitude,longitude,name
1092,6091789,6367857,Entire home/apt,Seattle,3,4.5,8,4,1.5,250,47.608481,-122.310691,Family Friendly House - Christmas and New Years
1093,6093175,21022378,Entire home/apt,Kirkland,20,5,4,2,1,300,47.662063,-122.205454,Tranquil Waterview Abode
1094,6094844,7512621,Entire home/apt,Kirkland,8,5,4,2,1,111,47.668195,-122.205316,DT KIRKLAND! Bright+Chic  2 bdrm w/ WATER VIEWS!
1095,6101613,10283735,Entire home/apt,Seattle,36,4.5,8,3,1.5,108,47.718034,-122.283334,Charming Seattle Lake View House
1096,6105021,2744582,Entire home/apt,Seattle,232,5,2,1,1,89,47.547871,-122.304863,SEATTLE LOFT GUEST HOUSE
1097,6106498,31684830,Private room,Seattle,62,5,2,1,1,64,47.665787,-122.361992,Home sweet home-away-from home!
1098,6108006,13774169,Entire home/apt,Seattle,114,5,7,3,1,120,47.555818,-122.265352,Spectacular Lake View Apartment
1099,6108796,31366898,Entire home/apt,Seattle,201,4.5,5,1,1,94,47.641308,-122.345146,103.GR8 location.Free Parking!Gym!
1100,6115704,31730119,Entire home/apt,Seattle,55,4.5,4,2,2,295,47.608151,-122.33823,Downtown 2BR 2BA Waterview Condo
1101,6115807,13566271,Entire home/apt,Seattle,76,5,8,3,2,350,47.637868,-122.353064,Spacious 3BR/2BA  Family Home
1102,6119821,31751507,Shared room,Seattle,121,4.5,8,1,0,37,47.60908,-122.340106,Green Tortoise Hostel
1103,6122291,31660941,Entire home/apt,Kirkland,32,5,2,1,1,55,47.697458,-122.204677,Best of Kirkland
1104,6127974,31659671,Entire home/apt,Seattle,152,4.5,2,0,1,96,47.680654,-122.354165,Heart of Phinney Studio - King Bed!
1105,6133078,21943646,Private room,Seattle,142,5,4,1,1,50,47.603356,-122.306061,"Central District Bed, Bath and Den"
1106,6133354,13042181,Entire home/apt,Seattle,199,5,2,0,1,67,47.618679,-122.296173,Awesome Studio In Heart of Seattle
1107,6134153,13566271,Entire home/apt,Seattle,68,4.5,4,2,1,200,47.637848,-122.353587,2BR Apt in Lovely Queen Anne Home
1108,6134382,20695413,Private room,Seattle,215,5,2,1,1,65,47.543511,-122.384719,"New, Bright, Modern in W. Seattle"
1109,6153532,2334189,Entire home/apt,Seattle,133,5,2,1,1,97,47.68891,-122.368774,Industrial Chic Ensuite Cottage
1110,6156790,20493911,Entire home/apt,Seattle,193,4.5,4,1,1,79,47.613365,-122.343925,"Amazing 1 bedroom, in the Heart of Seattle."
1111,6166307,7488822,Entire home/apt,Seattle,141,5,3,1,1,86,47.692512,-122.364662,"Modern, Green, Sleek and Thoughtful"
1112,6168769,1747753,Private room,Seattle,45,5,2,1,1,84,47.579825,-122.30688,Annette' s jewel
1113,6168975,32005391,Entire home/apt,Seattle,111,5,6,2,2,188,47.562783,-122.271917,Spacious Lake View Retreat
1114,6183330,32069664,Entire home/apt,Seattle,116,5,4,1,1,74,47.565834,-122.314923,Unique Seattle Log Cabin close to downtown
1115,6187178,32092742,Entire home/apt,Kirkland,86,5,3,2,1,85,47.674757,-122.168596,Private Furnished Cottage Apartment
1116,6187340,8206519,Entire home/apt,Seattle,23,5,3,0,1,82,47.593702,-122.308105,"Cute studio, kitchen, laundry, close to downtown."
1117,6187841,4160438,Entire home/apt,Seattle,20,5,4,2,2,349,47.615183,-122.346932,Best Location Downtown - Beautiful!
1118,6196917,32162577,Private room,Kirkland,5,5,1,1,1,99,47.675007,-122.202049,Beautiful room in downtown Kirkland
1119,6202214,7556974,Entire home/apt,Seattle,84,5,2,1,1,94,47.651636,-122.338622,Cozy 1BD Apartment in Wallingford.
1120,6202985,32169894,Entire home/apt,Seattle,57,5,3,1,1,60,47.679116,-122.26878,Welcome...A private space for you!
1121,6209191,32197370,Private room,Seattle,8,5,1,1,1.5,95,47.617509,-122.292023,"Beautiful home, best in-city neighborhood"
1122,6211882,29952162,Private room,Seattle,37,5,2,1,1,60,47.586461,-122.31505,Queen bed with private bathroom
1123,6214517,9555983,Entire home/apt,Seattle,148,5,3,1,1,96,47.650277,-122.319191,Chic 1 Bed with Lake and UW Campus View
1124,6218849,28379912,Private room,Seattle,32,4.5,1,1,3,29,47.680182,-122.309774,Jesuit Seattle university washington walk bike bus
1125,6222790,2318574,Entire home/apt,Seattle,24,4.5,1,1,1,80,47.656923,-122.346561,Cozy get-away in the city...
1126,6226804,29952162,Private room,Seattle,38,5,2,1,1,62,47.586367,-122.314094,Private suite in a townhouse
1127,6245498,32426630,Entire home/apt,Seattle,148,5,4,2,1,110,47.680735,-122.371838,Quaint Ballard Bungalow
1128,6248083,16255476,Entire home/apt,Seattle,60,5,4,2,2.5,335,47.629093,-122.359181,"""THE""  Post Card View 4 U."
1130,6261412,27381057,Private room,Kirkland,35,5,2,1,1,44,47.67762,-122.195304,Relaxing Private Kirkland Bedroom
1131,6263270,32099252,Entire home/apt,Seattle,52,5,4,1,1,120,47.61438,-122.348923,Modern Condo in Belltown
1132,6278680,5407579,Entire home/apt,Seattle,46,5,2,0,1,90,47.512865,-122.379033,Cozy West Seattle Studio Cottage NON SMOKING
1133,6288101,1121532,Entire home/apt,Seattle,9,5,4,1,1,99,47.622251,-122.323788,Modern Luxury on Capitol Hill
1134,6290509,27189459,Entire home/apt,Seattle,22,4.5,4,1,1,99,47.652948,-122.346995,"Modern, Sophisticated, 1 Bedroom"
1136,6314486,3303221,Entire home/apt,Seattle,24,5,2,1,1,98,47.613662,-122.315867,Beautiful condo for work and play.
1137,6315435,74305,Entire home/apt,Seattle,66,5,6,2,2,197,47.614571,-122.348183,12/18-20★Spacious 2BR-Courtyard View/Parking★
1138,6316934,31366898,Entire home/apt,Seattle,216,4.5,5,1,1,74,47.639732,-122.344078,Vintage Apartment Near Fremont
1140,6327662,32932119,Entire home/apt,Seattle,17,5,2,1,1,90,47.705649,-122.352178,Cute Bungalow w/ Private Apartment
1141,6328923,32940818,Private room,Seattle,31,5,2,1,1,89,47.622029,-122.316355,Cozy Private 1BR Oasis
1142,6350606,8522646,Entire home/apt,Seattle,10,5,2,1,1,213,47.69817,-122.275309,Spacious 1 BR house near UW & lake
1143,6360895,3163979,Entire home/apt,Seattle,175,5,6,3,1,87,47.554018,-122.317553,Steps from lively Georgetown ★ Sleeps 6 ★ Parking
1144,6362918,20493911,Entire home/apt,Seattle,292,4.5,2,0,1,60,47.613338,-122.344078,Gorgeous Downtown Apartment
1145,6365330,4540222,Entire home/apt,Seattle,94,5,4,2,1,150,47.653404,-122.329531,Cozy Home Near Lake Union & UW
1146,6373374,5161222,Entire home/apt,Seattle,153,4.5,3,1,1,60,47.640402,-122.344613,South Lake Union/ Lower Queen Anne #8
1147,6376139,8280295,Entire home/apt,Seattle,70,5,4,1,1,85,47.620036,-122.293649,Modern 1 BD Madison Valley Apartment w/ back yard
1148,6387576,32940818,Private room,Seattle,105,5,2,1,1,89,47.622051,-122.315599,Charming Private 1BR Oasis
1149,6389657,2052160,Entire home/apt,Seattle,80,5,2,0,1,97,47.634616,-122.358023,Cute little Seattle Studio!
1150,6401209,28770702,Entire home/apt,Seattle,67,5,8,4,2.5,268,47.672886,-122.388908,Plum House - 4 bdrm Ballard luxury
1151,6403104,18478539,Private room,Seattle,4,5,1,1,1,33,47.691794,-122.368961,Long Term or Homestay: Private Bath
1152,6411259,15565015,Private room,Seattle,153,4.5,2,1,1,45,47.685548,-122.351421,Private Suite w/ Separate Entrance
1154,6421243,8284327,Entire home/apt,Seattle,52,4.5,2,1,1,65,47.572749,-122.307432,Petite 1 Bdrm Apt in N. Beacon Hill
1155,6423204,33367198,Entire home/apt,Seattle,166,4.5,4,2,1,90,47.67156,-122.382704,Charming 1919 cottage in Ballard
1156,6424859,13309620,Private room,Seattle,200,5,2,1,1,60,47.622969,-122.318915,Capitol Hill - Quiet & Great Location
1157,6424982,33524725,Private room,Seattle,245,5,2,1,1,70,47.631401,-122.36769,Peaceful Queen Anne Getaway-Great Location!!!!
1158,6436772,33601572,Entire home/apt,Seattle,11,5,6,4,2.5,278,47.571207,-122.392049,Spacious 4 BR/2.5 BA Family Home
1159,6438099,10283735,Private room,Seattle,1,,2,1,1,59,47.715416,-122.330782,Private room w private bath n Patio
1160,6438518,32377507,Entire home/apt,Seattle,205,5,4,2,1,83,47.664087,-122.348351,Woodland Park 2-bedroom suite
1161,6445769,2593671,Entire home/apt,Seattle,157,4.5,6,2,1,100,47.683999,-122.363589,1000 sq ft Modern Lower-level Apt
1162,6451305,6807326,Entire home/apt,Seattle,198,5,8,3,2.5,178,47.609596,-122.316437,A Walkers Paradise in Capitol Hill!
1163,6452801,32940818,Entire home/apt,Seattle,67,5,4,2,1,179,47.619935,-122.31834,Private 2 BR OASIS
1164,6462182,31668017,Private room,Seattle,22,5,2,1,1,84,47.61416,-122.348256,Private room/Private bathroom
1165,6475289,25520296,Entire home/apt,Seattle,105,5,4,1,1,115,47.597937,-122.292931,Modern luxury unit near downtown
1166,6481695,32940818,Entire home/apt,Seattle,62,5,2,1,1,119,47.620354,-122.317026,Private 1 BR Oasis
1167,6482409,2536735,Entire home/apt,Seattle,220,5,3,0,0.5,79,47.540943,-122.274628,Seattle Tiny House Near Light Rail
1168,6490453,4540636,Entire home/apt,Seattle,29,5,2,1,1,120,47.676338,-122.329586,Northwest Charm - Green Lake Area
1169,6492880,5040298,Entire home/apt,Seattle,108,5,3,1,1,54,47.671642,-122.325277,Retro Greenlake 2-Story 1 Bedroom Apartment
1170,6494181,14980831,Entire home/apt,Seattle,79,5,6,2,1.5,235,47.612148,-122.329712,"2BD, 1.5 Bath View Penthouse"
1171,6495424,33953025,Private room,Seattle,7,5,2,1,1.5,115,47.698335,-122.386716,Modern View in North Ballard
1172,6501169,4169567,Private room,Kirkland,55,5,2,1,1,70,47.676808,-122.195924,"Nice Room, Close to Everything"
1174,6537432,34189648,Entire home/apt,Seattle,6,4.5,8,4,3.5,515,47.637667,-122.315304,Exquisite View Home in Capitol Hill
1175,6539451,34200049,Entire home/apt,Seattle,57,4.5,12,5,3,75,47.567728,-122.293075,"5bdr-15min Downtown Seattle, Waterfront, Airport"
1176,6546748,29934463,Entire home/apt,Seattle,52,5,6,3,3,245,47.524565,-122.260919,Lake Washington Waterfront Home
1177,6554352,34279441,Private room,Seattle,95,5,4,2,1,56,47.540575,-122.386541,Modern Home in West Seattle
1178,6555393,9520139,Entire home/apt,Seattle,44,5,4,1,1,50,47.562772,-122.272854,Lake Washington / Columbia City Apt
1179,6558980,7219180,Entire home/apt,Seattle,113,5,4,1,1,119,47.610657,-122.314903,New Modern Townhome!
1180,6561379,34321359,Entire home/apt,Seattle,19,5,5,2,1,144,47.571768,-122.308318,Beacon Hill 2br with Park Views
1181,6562393,34002693,Entire home/apt,Seattle,34,5,8,3,2.5,550,47.643624,-122.367424,Queen Anne Oasis: Main House
1182,6575380,34392395,Entire home/apt,Seattle,36,5,3,1,1,125,47.6343,-122.35706,One bedroom with Lounge
1183,6577295,19262538,Private room,Seattle,450,5,2,1,1,50,47.56442,-122.295097,Bed & Private Bath Near Lightrail
1184,6577729,16756919,Entire home/apt,Seattle,36,4.5,7,2,1,190,47.682545,-122.351066,Green Lake Charming Two Bedroom
1185,6592421,27189459,Entire home/apt,Seattle,52,4.5,6,2,1,129,47.65491,-122.345452,MODERN FREMONT 2bdrm  VIEW!
1186,6603376,17740302,Entire home/apt,Seattle,265,5,8,4,2.5,139,47.701091,-122.275306,Architectural Retreat near UW & Children's Hosp
1187,6603410,8056060,Entire home/apt,Seattle,13,4.5,3,0,1,134,47.625272,-122.366505,Seattle Studio w/ Ocean View Balcony and Parking
1188,6607438,737323,Private room,Bellevue,29,5,2,1,1,81,47.590599,-122.12988,"Gorgeous garden, lakeview, privacy"
1189,6610942,6327925,Private room,Seattle,59,5,2,1,1,100,47.576204,-122.306728,Large suite with separate entrance!
1190,6612940,34605512,Entire home/apt,Seattle,26,5,2,1,1,129,47.673998,-122.293579,Lovely Private Garden Apartment
1191,6621924,30049045,Entire home/apt,Seattle,54,5,2,1,1,80,47.654199,-122.359987,Hazel Heights Hideout
1192,6623075,1999339,Private room,Seattle,6,4.5,1,1,1,119,47.618718,-122.30168,Cozy&stylish home @heart of Seattle
1194,6644760,34779932,Entire home/apt,Seattle,12,5,2,1,1,109,47.638004,-122.277791,Lakeside Suite near Beach and Shops
1195,6644854,3681393,Entire home/apt,Seattle,41,4.5,8,3,2,249,47.564997,-122.40643,Waterfront townhome in Seattle
1196,6646985,15984289,Private room,Seattle,370,4.5,1,1,2,35,47.560822,-122.295637,"Room C 
Warm & Quite Single Bedroom"
1197,6647442,15984289,Private room,Seattle,244,4.5,2,1,2,35,47.559201,-122.294479,"Room B 
Lovely Queen Size Bedroom"
1199,6657574,20765151,Private room,Seattle,35,5,1,1,1.5,56,47.703482,-122.369842,Sunny Room in Quiet Neighborhood
1200,6660186,34859303,Entire home/apt,Seattle,97,5,2,1,1.5,90,47.689269,-122.35414,Quiet apt near Greenlake & downtown
1201,6670332,20758898,Entire home/apt,Seattle,150,5,4,1,1,120,47.608442,-122.310376,Peaceful Guesthouse in South Capitol Hill
1202,6676621,8534462,Entire home/apt,Seattle,14,4.5,3,1,1,135,47.615781,-122.32928,99 Open Layout in Cap Hill 3
1203,6678058,34953514,Entire home/apt,Seattle,217,5,2,1,1,57,47.647679,-122.39247400000001,Private mother-in-law studio apt.
1204,6686072,34994802,Entire home/apt,Seattle,47,5,4,1,1,125,47.671503,-122.327891,Contemporary GreenLake Cottage (1BR King); Near UW
1205,6687395,35001718,Entire home/apt,Seattle,128,5,2,0,1,99,47.563538,-122.37964,West Seattle Apartment
1206,6688709,35008851,Entire home/apt,Redmond,11,5,3,2,1.5,90,47.672532,-122.138101,"Fully furnished, close to Microsoft"
1207,6689259,24916371,Entire home/apt,Seattle,224,5,6,2,1,110,47.61602,-122.314049,Duplex B on Capitol Hill
1208,6690388,35017566,Entire home/apt,Seattle,74,5,2,1,1,78,47.703026,-122.304548,"Cheerful, quiet cottage"
1209,6690862,33615763,Entire home/apt,Bellevue,106,5,4,1,1,79,47.625925,-122.192115,West Bellevue Backyard Suite
1210,6693397,34952347,Private room,Redmond,6,5,1,1,1,69,47.671502,-122.137836,"cosy, quiet and peaceful bedroom"
1211,6694276,3078136,Entire home/apt,Seattle,170,5,4,2,1,125,47.586697,-122.387437,West Seattle/Alki Beach Urban Cottage 2 Bedrooms
1212,6701018,394231,Entire home/apt,Seattle,41,4.5,3,1,1,65,47.704789,-122.346402,"Entire place, On E line with Parking, B2"
1213,6704004,74305,Entire home/apt,Seattle,31,4.5,4,1,1,132,47.614571,-122.348183,Bright Cityscape Condo Walking Distance from Pike Place
1214,6704734,35097157,Entire home/apt,Seattle,57,5,3,1,1,49,47.663693,-122.328366,Brand New Modern 1Br inWallingford
1215,6705584,3074414,Entire home/apt,Seattle,21,4.5,4,1,1,120,47.658561,-122.316087,Remodeled Hardwood 3 min walk UW 37
1216,6707735,1782420,Entire home/apt,Seattle,207,5,2,1,1,76,47.664369,-122.330636,Charming Seattle basement apartment
1217,6714501,35087321,Entire home/apt,Seattle,9,4.5,2,1,1,135,47.671989,-122.380218,Cute Ballard 1-Bedroom in Hip Area
1218,6714652,16007710,Entire home/apt,Seattle,46,5,2,0,1,119,47.646571,-122.388418,Private Studio in Charming Magnolia
1219,6716874,19862778,Entire home/apt,Seattle,139,5,2,1,1,79,47.567009,-122.281101,Private Mt. Baker Daylight Apartment
1220,6728419,17034883,Entire home/apt,Seattle,223,5,2,1,1,95,47.672343,-122.283291,Cozy guest suite on lower level
1221,6734621,33515006,Entire home/apt,Seattle,133,5,12,4,3.5,172,47.651031,-122.385004,"Quick access to sights,3.5br, 3.5ba, Free Parking"
1222,6747473,35326299,Entire home/apt,Seattle,248,5,4,1,1,102,47.614158,-122.336111,"Central, Cozy High-Rise Apartment"
1224,6761267,35396029,Entire home/apt,Seattle,228,4.5,2,1,1,58,47.606768,-122.313438,Cherry Hill Carriage House
1225,6766708,8534462,Entire home/apt,Seattle,3,5,5,2,2,182,47.615344,-122.332741,99 Walk Score - Lux 2Bed
1227,6779893,35492206,Entire home/apt,Seattle,14,5,2,1,1,250,47.623187,-122.327222,Beautiful Condo on Caphill
1228,6780610,12434610,Entire home/apt,Seattle,239,5,2,1,1,35,47.636606,-122.340287,Fresh and Clean Hideaway on Westlake
1229,6780615,5177328,Entire home/apt,Seattle,80,5,4,1,1,99,47.640023,-122.388159,Modern Oasis in Magnolia
1230,6780670,1436798,Entire home/apt,Seattle,24,5,2,1,1,80,47.627031,-122.362729,Quaint vintage apartment
1231,6782993,6033000,Private room,Seattle,138,5,2,1,1,30,47.722022,-122.303641,Sunny & Simple in Seattle
1232,6784336,8534462,Entire home/apt,Seattle,24,5,3,1,1,249,47.613375,-122.346008,99 Belltown High Floor Space Needle
1234,6793490,5507055,Entire home/apt,Seattle,182,5,2,1,1,69,47.584191,-122.311652,PRIVATE LITTLE BEACONHILL HOUSE
1235,6795678,17986403,Entire home/apt,Seattle,180,5,4,1,1,105,47.608103,-122.297061,Private & Spacious 2BD Apt +Parking
1236,6796246,5091410,Entire home/apt,Seattle,245,5,2,1,1,90,47.58274,-122.381073,1 Bedroom Studio with a serene view
1237,6797786,8414513,Entire home/apt,Seattle,47,5,6,2,1,135,47.710735,-122.356575,Spacious & bright 2br mid-century
1238,6801095,14386120,Private room,Seattle,69,5,2,1,2,82,47.620223,-122.298577,"Relaxing & Modern w/ Easy Access To Dwntn, CH & UW"
1239,6807884,8534462,Entire home/apt,Seattle,19,4.5,3,1,1,310,47.615094,-122.327868,99 Open Layout in Cap Hill 2
1240,6807981,8534462,Entire home/apt,Seattle,47,5,3,1,1,80,47.608297,-122.338914,Pike's Place. 100 Walkscore
1241,6813846,707754,Entire home/apt,Seattle,99,5,4,2,1,130,47.660221,-122.350659,"Comfortable, Historic Craftsman Home in Fremont"
1242,6824408,5325813,Entire home/apt,Seattle,45,5,6,3,2.5,135,47.605107,-122.303708,Photographer's Storyboard
1243,6831179,35786414,Private room,Seattle,28,5,2,1,1,50,47.515423,-122.36584,"One bedroom, bathroom and  media room,West Seattle"
1244,6831239,20448703,Private room,Seattle,107,5,1,1,1,33,47.542991,-122.299648,Beacon hill single bedroom303
1245,6832592,25189700,Entire home/apt,Seattle,90,5,6,3,1,125,47.684387,-122.36087,Clean and comfy 2+1/2 bedroom Home
1246,6837751,34219060,Private room,Seattle,122,5,1,1,2,30,47.644615,-122.321424,1908 Craftsman home - cozy room
1247,6837819,3675357,Entire home/apt,Seattle,10,4.5,2,1,1,99,47.61907,-122.322105,Charming Capitol Hill One-Bedroom
1249,6848455,12648641,Entire home/apt,Seattle,51,5,5,3,2.5,175,47.6495,-122.383964,Bright + Modern Townhouse w/ 3 Bdrm
1250,6852960,35909495,Entire home/apt,Seattle,50,4.5,2,1,1,100,47.617504,-122.308525,Luxury Loft Living
1251,6853728,35786414,Private room,Seattle,22,5,4,2,1,59,47.514641,-122.36485,2 beds Modern House in West Seattle
1252,6856295,34872403,Entire home/apt,Seattle,171,5,2,1,1,85,47.673004,-122.385005,Private Entrance Queen Suite in Ballard Downtown
1253,6865200,27849260,Entire home/apt,Seattle,28,4.5,3,1,1,120,47.615456,-122.321461,Convenient Flat on Capitol Hill
1254,6868378,74305,Entire home/apt,Seattle,52,5,4,1,1,130,47.614571,-122.348183,★SEATTLE GETAWAY★Courtyard View 12/24-27
1255,6870575,10558142,Entire home/apt,Seattle,295,5,2,0,1,59,47.615306,-122.324495,Experience Seattle From the Center of Pike Street!
1256,6884604,1414691,Entire home/apt,Seattle,105,4.5,2,0,1,90,47.603127,-122.300671,"Backyard studio, quiet neighborhood"
1257,6886633,24786046,Entire home/apt,Seattle,440,5,2,0,1,69,47.663449,-122.368116,The El Rey in Frelard
1258,6908161,8642533,Entire home/apt,Seattle,28,5,4,2,1,145,47.623609,-122.310881,Capitol Hill Apt. in Craftsman Home
1259,6910619,6680836,Private room,Seattle,0,,2,1,1,117,47.653322,-122.328594,Bedroom in Wallingford VIEW Home
1260,6911511,13669439,Private room,Seattle,4,5,4,2,1.5,99,47.629887,-122.308592,Capitol Hill Victorian Home - 2 Private bedrooms
1261,6913414,8635747,Entire home/apt,Seattle,58,5,6,2,1,150,47.671199,-122.315093,3 BED/1 BA Seattle Cottage
1262,6913706,8534462,Entire home/apt,Seattle,35,4.5,3,1,1,80,47.620135,-122.337019,Westlake Condos 1BD
1263,6927016,595610,Entire home/apt,Seattle,332,5,2,0,1,60,47.620989,-122.316556,Amenity Filled Fab Cap Hill Studio!
1264,6935953,36364039,Private room,Seattle,1,,2,1,1,200,47.713282,-122.302951,Pianists Dream - 9' Steinway Grand
1265,6937492,36373396,Entire home/apt,Seattle,53,5,4,2,1.5,165,47.518624,-122.38637,Cozy Home with Amazing View
1266,6938103,11613383,Private room,Seattle,73,5,2,1,1,48,47.667651,-122.31948,Comfortable Room Near UW
1267,6939472,15984289,Private room,Seattle,306,5,1,1,2,35,47.561087,-122.296161,"Room D
Quiet Single Bed Room"
1268,6940722,36395184,Private room,Seattle,225,5,2,1,1,25,47.511598,-122.343977,Private Room Near City/Airport
1269,6942858,30517788,Private room,Kirkland,13,4,2,1,1,59,47.719175,-122.200247,●▽●西雅图出租 Kirkland private room 环境安静┈━═☆
1270,6956938,5091410,Entire home/apt,Seattle,182,5,2,1,1,92,47.584951,-122.381617,Stunning views of the Seattle skyline
1271,6976956,24212314,Private room,Seattle,0,,2,1,1,65,47.711239,-122.354134,Private room in my house
1272,6990477,8534462,Entire home/apt,Seattle,53,5,3,1,1,80,47.619718,-122.337205,Westlake Condos 1BD 2
1273,6990882,32807985,Entire home/apt,Seattle,201,4.5,10,3,3.5,170,47.596971,-122.296482,Modern Charm at Seattle: Best for ~20 ppl!
1274,6991188,2781551,Entire home/apt,Seattle,203,5,4,1,1,71,47.61018,-122.304756,The Marion Flat on Cherry Hill
1275,6994406,4343945,Entire home/apt,Seattle,7,5,6,3,2,180,47.689522,-122.395965,Delightful Home - Family Friendly
1276,7003848,7637853,Entire home/apt,Seattle,31,5,4,2,2,200,47.647288,-122.319455,2BR/2BA Water View Apartment / Private Entrance!
1277,7005538,12100097,Entire home/apt,Seattle,9,5,10,4,2,150,47.550605,-122.268129,Spacious Family Home Close to Lake
1278,7007118,14098675,Entire home/apt,Seattle,113,5,3,1,1,75,47.693653,-122.30316,Private apartment in Seattle
1279,7008269,9746094,Private room,Seattle,46,5,4,2,2,75,47.653816,-122.354718,"Luxurious, top floor of home hosted by an Ewok"
1280,7010764,30049045,Entire home/apt,Seattle,32,4.5,2,1,1,56,47.653241,-122.357402,Fremont's Honey Badger Bunker
1281,7013085,33923879,Entire home/apt,Seattle,144,4.5,4,2,1,150,47.527645,-122.277402,Uncommon Abode close to downtown
1282,7018009,6885026,Entire home/apt,Seattle,15,5,6,3,1,122,47.681882,-122.310699,Near UW and Green Lake
1283,7021544,31366898,Entire home/apt,Seattle,128,4.5,5,1,1,69,47.639774,-122.343903,2.Old (Website hidden by Airbnb) Local.Near Fremont.Parking
1284,7021906,28770702,Entire home/apt,Seattle,78,5,14,5,3.5,403,47.672886,-122.388908,Plum Modern - 5 bdrm Tranquility
1285,7026350,7268966,Private room,Redmond,11,4.5,1,1,1,29,47.678549,-122.119103,Room U4 near Redmond town center
1286,7035498,18947211,Entire home/apt,Seattle,274,5,2,0,1,80,47.615345,-122.341309,Hip Flat. Iconic Downtown. Great dining nearby!
1287,7036707,33203690,Entire home/apt,Seattle,140,5,2,0,1,85,47.623026,-122.295298,Madison Valley Garden Cottage
1288,7037522,10936741,Entire home/apt,Seattle,136,5,2,0,1,100,47.559578,-122.267311,Large Studio by Lake Washington
1289,7048843,36964583,Private room,Seattle,221,4.5,3,1,1,29,47.590832,-122.299813,"Large private room, King size bed, close to city"
1290,7071114,10347841,Entire home/apt,Seattle,127,5,3,0,1,110,47.650383,-122.389254,Midcentury Gem (Studio)
1291,7074024,28379912,Private room,Seattle,20,4.5,2,1,3,31,47.679928,-122.310433,Main bus line to Seattle university washington
1292,7075948,37101658,Entire home/apt,Seattle,110,5,5,2,1.5,90,47.619429,-122.298276,Modern townhome  in great location
1293,7087957,37151043,Entire home/apt,Seattle,247,5,2,1,1,60,47.614367,-122.314128,Wonderful  Capitol Hill studio Walk Everywhere
1294,7091397,7376011,Entire home/apt,Seattle,78,5,3,1,1,150,47.637366,-122.352344,Secret Garden Bungalow
1295,7095802,36964583,Private room,Seattle,163,4.5,2,1,1,19,47.592136000000004,-122.30008,"Quiet Private Room, queen size bed, close to city"
1296,7096547,21574650,Entire home/apt,Seattle,4,5,4,1,2,135,47.577904,-122.414703,270 degree view Master on Alki
1297,7109735,24798041,Entire home/apt,Seattle,6,5,4,2,1,160,47.626859,-122.359653,Queen Anne 2BR-Private Rooftop Deck
1298,7116795,37283489,Entire home/apt,Seattle,166,4.5,5,2,1.5,85,47.614898,-122.340661,Stunning  2 BR | 1.5 BA Downtown SEATTLE LOCATION
1299,7117208,33610698,Entire home/apt,Seattle,106,4.5,4,1,1,53,47.651134,-122.392934,Comfy 2BR Studio in Quaint Magnolia
1300,7117296,10061445,Private room,Seattle,226,5,3,1,2,44,47.667224,-122.338177,GRANDE' SUITE - center of seattle
1301,7131797,37349992,Entire home/apt,Seattle,97,5,3,1,1,75,47.576286,-122.387596,"Skylights, Privacy & Convenience"
1302,7134759,23228606,Private room,Seattle,150,5,2,1,1,30,47.668961,-122.393877,Master in Modern Townhouse
1303,7151093,12796487,Private room,Seattle,24,5,2,1,2,115,47.618001,-122.308072,Seattle Explorer with double bed
1304,7151114,12796487,Private room,Seattle,27,5,1,1,2,95,47.618318,-122.308907,Capitol Hill AND Economical
1305,7151417,37453523,Entire home/apt,Seattle,95,4.5,6,3,2.5,150,47.654873,-122.350535,3 bedroom in center of the universe
1306,7153101,37461306,Entire home/apt,Seattle,184,5,8,3,2.5,150,47.656658,-122.320314,"★ Modern 3BR, Wlkscr 98! UW, BBQ, Lake, 6 min DT ★"
1307,7162664,37512848,Entire home/apt,Seattle,22,5,2,1,1,220,47.627494,-122.350431,Modern home in heart of the city
1308,7162849,37514332,Entire home/apt,Bellevue,29,5,4,2,1,140,47.623642,-122.147874,Bellevue Greenbelt mother-in-law apt Oasis
1309,7178239,20184201,Private room,Seattle,69,5,3,1,1,58,47.6576,-122.346496,Whitman Acres: Under the Stairs!
1310,7178490,566102,Entire home/apt,Seattle,81,5,3,0,1,88,47.660856,-122.352401,Cedar House Suite in Fremont
1311,7198282,15288819,Private room,Seattle,35,5,2,1,1,45,47.696712,-122.331986,Room One
1312,7205443,5267359,Entire home/apt,Seattle,127,4.5,5,2,1,65,47.610156,-122.302408,Stylish Central District 2 Bedroom
1313,7208439,10104021,Entire home/apt,Seattle,157,5,4,1,1,70,47.615534,-122.283003,Seattle Above Lake Washington
1314,7221204,37801519,Private room,Seattle,79,5,2,1,1,89,47.700134,-122.392279,Private North Beach Ocean View Room
1315,7227464,5177328,Entire home/apt,Seattle,110,5,3,1,1,99,47.640325,-122.386649,Modern Magnolia Atelier
1316,7228499,5325329,Entire home/apt,Seattle,336,4.5,10,2,2,99,47.629974,-122.348366,Downtown-QueenAnne Seattle - Perfect for any group
1317,7229015,37373833,Private room,Seattle,81,5,2,1,1,69,47.60415,-122.303234,Private room/bath just for you!
1318,7229312,658155,Entire home/apt,Seattle,41,5,6,2,1,100,47.588627,-122.293266,Mount Baker Modern D - Quiet View Apt
1319,7235573,37883624,Entire home/apt,Seattle,30,5,2,1,1,120,47.623878,-122.32625,Seattle 1BR apartment
