cad_cdw_id,cad_event_number,general_offense_number,event_clearance_code,event_clearance_description,event_clearance_subgroup,event_clearance_group,event_clearance_date,hundred_block_location,district_sector,zone_beat,census_tract,longitude,latitude,incident_location,initial_type_description,initial_type_subgroup,initial_type_group,at_scene_time
730540,12000042649,201242649,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,02/11/2012 09:04:00 PM,27XX BLOCK OF CALIFORNIA AVE SW,W,W1,9800.8006,-122.386659764,47.578324393,"(47.578324393, -122.386659764)",NA,NA,NA,NA
1503048,15000264621,2015264621,161,TRESPASS,TRESPASS,TRESPASS,08/01/2015 01:16:00 PM,24XX BLOCK OF S JACKSON ST,G,G3,8900.3023,-122.300510574,47.59927753,"(47.59927753, -122.300510574)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,08/01/2015 07:59:00 AM
1611246,15000398977,2015398977,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,11/15/2015 08:54:07 AM,RAINIER AV S / S EDMUNDS ST,R,R3,10300.5003,-122.285446,47.558655,"(47.558655, -122.285446)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,11/15/2015 08:43:56 AM
968069,12000398873,2012398873,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/21/2012 11:25:00 AM,17XX BLOCK OF BROADWAY,E,E1,8400.1000,-122.320826477,47.616987304,"(47.616987304, -122.320826477)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",11/21/2012 09:57:00 AM
405374,11000249118,2011249118,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,07/31/2011 07:17:00 PM,1XX BLOCK OF NW 143RD ST,B,B1,401.2002,-122.358921061,47.732322928,"(47.732322928, -122.358921061)",NA,NA,NA,NA
444409,11000306237,2011306237,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/16/2011 01:46:00 PM,29 AV S / S WASHINGTON ST,G,G3,8900.6017,-122.294976465,47.600860378,"(47.600860378, -122.294976465)",NA,NA,NA,NA
1142106,15000230218,2015230218,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,07/06/2015 10:28:00 AM,DENNY WY / DEXTER AV,D,D2,7200.2001,-122.342403088,47.618549614,"(47.618549614, -122.342403088)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,NA
859720,12000240973,2012240973,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,07/25/2012 12:33:00 PM,39XX BLOCK OF 14TH AVE S,R,R2,10000.3006,-122.314716761,47.568641147,"(47.568641147, -122.314716761)",NA,NA,NA,NA
1039008,15000082862,201582862,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/13/2015 06:46:00 PM,1 AV / PIKE ST,M,M1,8100.3003,-122.340016517,47.608819662,"(47.608819662, -122.340016517)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,03/13/2015 01:29:00 PM
1525222,15000292020,2015292020,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,08/21/2015 04:43:00 PM,3XX BLOCK OF N 100 ST,J,J1,1701.3018,-122.354392051,47.701458161,"(47.701458161, -122.354392051)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,NA
493839,11000100791,2011100791,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/29/2011 11:23:00 AM,23XX BLOCK OF 4TH AVE,M,M2,7200.2019,-122.34458491,47.6157531,"(47.6157531, -122.34458491)",NA,NA,NA,NA
1891461,16000437664,2016437664,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,12/05/2016 03:51:13 PM,16XX BLOCK OF S COLUMBIAN WY,R,R1,10001.2000,-122.31191,47.562622,"(47.562622, -122.31191)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,NA
657653,12000261195,2012261195,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,08/08/2012 03:13:00 PM,NE 127 ST / LAKE CITY WY NE,L,L3,100.5004,-122.294163392,47.721090152,"(47.721090152, -122.294163392)",LIQUOR VIOLATIONS - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,NA
994124,12000404218,2012404218,064,SHOPLIFT,THEFT,SHOPLIFTING,11/26/2012 01:37:00 PM,47XX BLOCK OF BROOKLYN AVE NE,U,U3,5301.2001,-122.314224054,47.66400406,"(47.66400406, -122.314224054)",NA,NA,NA,NA
1909683,17000002802,20172802,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",01/03/2017 12:57:29 PM,4XX BLOCK OF PINE ST,M,M2,8100.2000,-122.33732,47.61132,"(47.61132, -122.33732)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,NA
439338,11000298780,2011298780,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,09/10/2011 12:44:00 AM,8XX BLOCK OF VIRGINIA ST,D,D2,7300.3022,-122.336165513,47.616053298,"(47.616053298, -122.336165513)",NA,NA,NA,NA
1720764,16000139799,2016139799,221,CRISIS COMPLAINT - PICK-UP OR TRANSPORT,CRISIS CALL,BEHAVIORAL HEALTH,04/23/2016 02:35:30 AM,22XX BLOCK OF 15 AV W,Q,Q2,5802.2012,-122.37615,47.639656,"(47.639656, -122.37615)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,04/22/2016 09:29:09 PM
1749685,16000190443,2016190443,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,05/30/2016 07:32:07 PM,45XX BLOCK OF 12 AV NE,U,U2,5301.2007,-122.31539,47.662197,"(47.662197, -122.31539)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,05/30/2016 06:40:43 PM
1933968,17000053700,201753700,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,02/13/2017 12:02:02 PM,30XX BLOCK OF S MYRTLE ST,S,S1,11002.1017,-122.293755,47.538914,"(47.538914, -122.293755)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,02/13/2017 11:38:42 AM
16144,10000246913,2010246913,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,07/18/2010 02:41:00 AM,5XX BLOCK OF OCCIDENTAL AVE S,K,K3,9300.2002,-122.333268217,47.596783427,"(47.596783427, -122.333268217)",NA,NA,NA,NA
996540,12000429268,2012429268,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",12/16/2012 08:25:00 PM,130XX BLOCK OF LAKE CITY WAY NE,L,L1,100.3002,-122.292840975,47.723795094,"(47.723795094, -122.292840975)",NA,NA,NA,NA
776079,12000112652,2012112652,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,04/13/2012 05:05:00 PM,AURORA AV N / N 145 ST,N,N1,401.1000,-122.345100533,47.734128028,"(47.734128028, -122.345100533)",NA,NA,NA,NA
578203,11000172163,2011172163,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,05/30/2011 10:37:00 AM,45XX BLOCK OF BROOKLYN AVE NE,U,U3,5301.2007,-122.314261918,47.662188312,"(47.662188312, -122.314261918)",NA,NA,NA,NA
1661562,16000034198,201634198,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,01/29/2016 10:33:18 AM,23XX BLOCK OF FRANKLIN AV E,D,D3,6100.4014,-122.32468,47.640877,"(47.640877, -122.32468)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,01/29/2016 09:35:26 AM
763541,12000093180,201293180,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,03/27/2012 11:17:00 PM,73XX BLOCK OF 30TH AVE SW,F,F1,10700.2003,-122.371187946,47.536459376,"(47.536459376, -122.371187946)",NA,NA,NA,NA
131122,10000414550,2010414550,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/01/2010 09:21:00 AM,NULL,R,R3,10300.5016,-122.283491112,47.553420331,"(47.553420331, -122.283491112)",NA,NA,NA,NA
2091328,17000338863,2017338863,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,09/11/2017 09:53:16 PM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,NA
807287,12000159274,2012159274,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,05/23/2012 08:21:00 PM,AURORA AV N / N 117 PL,N,N1,600.3005,-122.344854055,47.714775471,"(47.714775471, -122.344854055)",NA,NA,NA,NA
2223349,14000412765,2014412765,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,12/13/2014 07:59:00 PM,XX BLOCK OF BLANCHARD ST,M,M1,8002.2009,-122.346294535,47.611770265,"(47.611770265, -122.346294535)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,NA
2148867,14000293166,2014293166,350,HAZARDS,HAZARDS,HAZARDS,09/02/2014 04:06:00 PM,8 AV / MADISON ST,D,D3,8200.2006,-122.328471926,47.607943691,"(47.607943691, -122.328471926)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,NA
2192412,14000362783,2014362783,072,AUTO THEFT AND RECOVERY,AUTO RECOVERIES,AUTO THEFTS,10/29/2014 09:32:00 PM,27XX BLOCK OF RAINIER AV S,R,R1,9500.5004,-122.299158735,47.57967225,"(47.57967225, -122.299158735)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,10/29/2014 08:48:00 PM
1941316,17000062644,201762644,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/20/2017 07:20:11 PM,14XX BLOCK OF 12 AV,E,E2,7500.4008,-122.31679,47.613495,"(47.613495, -122.31679)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,02/20/2017 11:54:49 AM
706507,12000007200,20127200,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",01/07/2012 07:33:00 PM,NE 130 ST / LAKE CITY WY NE,L,L1,100.3006,-122.293194314,47.722898554,"(47.722898554, -122.293194314)",NA,NA,NA,NA
2110846,17000374866,2017374866,161,TRESPASS,TRESPASS,TRESPASS,10/08/2017 09:18:34 PM,4XX BLOCK OF BROADWAY E,E,E1,7401.2004,-122.320915,47.62256,"(47.62256, -122.320915)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",10/08/2017 07:42:15 PM
142947,10000437866,2010437866,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/21/2010 03:58:00 AM,61XX BLOCK OF STANLEY AVE S,O,O3,10900.2001,-122.315509306,47.547482446,"(47.547482446, -122.315509306)",NA,NA,NA,NA
2033823,17000235394,2017235394,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,06/30/2017 12:05:26 AM,E GREEN LAKE DR N / WALLINGFORD AV N,J,J3,4600.1,-122.33677,47.68561,"(47.68561, -122.33677)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,NA
1921130,17000024878,201724878,246,"NOISE DISTURBANCE, RESIDENTIAL",NOISE DISTURBANCE,DISTURBANCES,01/21/2017 01:41:46 AM,27XX BLOCK OF 3 AV W,Q,Q2,5900.5005,-122.3609,47.644527,"(47.644527, -122.3609)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,NA
1723351,16000144494,2016144494,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,04/26/2016 04:28:48 PM,51 AV S / S CRESTON ST,99,99,11900.5004,-122.27013,47.507027,"(47.507027, -122.27013)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,04/26/2016 03:39:57 PM
906814,12000319752,2012319752,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/20/2012 06:33:00 PM,AURORA BR / NB,Q,Q2,6000.1001,-122.343952124,47.642008949,"(47.642008949, -122.343952124)",NA,NA,NA,NA
52226,10000299521,2010299521,363,MISSING PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",08/27/2010 08:51:00 AM,46XX BLOCK OF S GRAHAM ST,S,S1,11102.5001,-122.275083958,47.546032634,"(47.546032634, -122.275083958)",NA,NA,NA,NA
1044551,15000090364,201590364,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/19/2015 07:24:00 PM,15XX BLOCK OF LAKE WASHINGTON BV E,C,C2,6200.1050,-122.297074515,47.632367917,"(47.632367917, -122.297074515)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,NA
2153158,14000306315,2014306315,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,09/13/2014 08:29:00 AM,85XX BLOCK OF 5 AV NE,U,U1,1900.2010,-122.323005488,47.690852829,"(47.690852829, -122.323005488)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,09/13/2014 07:43:00 AM
392981,11000230071,2011230071,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/16/2011 06:06:00 AM,BROADWAY / E PIKE ST,E,E2,8400.1017,-122.320781184,47.614074152,"(47.614074152, -122.320781184)",NA,NA,NA,NA
1097354,15000165855,2015165855,064,SHOPLIFT,THEFT,SHOPLIFTING,05/20/2015 04:15:00 PM,25XX BLOCK OF SW BARTON ST,F,F2,11402.1028,-122.365221005,47.521022538,"(47.521022538, -122.365221005)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,05/20/2015 02:49:00 PM
1028100,15000067368,201567368,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",02/28/2015 03:31:00 PM,26XX BLOCK OF SW BARTON ST,F,F2,11402.1028,-122.367311991,47.521027582,"(47.521027582, -122.367311991)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",02/28/2015 11:44:00 AM
1833700,16000333153,2016333153,170,"RECKLESS ENDANGERMENT, LITTERING, PARKS CODE VIOLATIONS",MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,09/14/2016 08:02:37 AM,4XX BLOCK OF PINE ST,M,M3,8100.2004,-122.337234,47.611103,"(47.611103, -122.337234)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,09/14/2016 07:05:39 AM
1135428,15000220895,2015220895,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,06/30/2015 07:42:00 AM,JAMES ST / YESLER WY,K,K2,8100.1035,-122.33389999,47.601719162,"(47.601719162, -122.33389999)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,NA
75644,10000333640,2010333640,161,TRESPASS,TRESPASS,TRESPASS,09/23/2010 06:16:00 PM,7XX BLOCK OF BELL ST,M,M2,7200.1047,-122.34092423,47.617695087,"(47.617695087, -122.34092423)",NA,NA,NA,NA
1642256,16000000836,2016836,052,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,01/01/2016 11:42:03 PM,7XX BLOCK OF DEXTER AV N,D,D2,6700.2025,-122.34234,47.62583,"(47.62583, -122.34234)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,NA
1976483,17000129882,2017129882,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,04/14/2017 02:41:10 AM,15XX BLOCK OF BOREN AV,E,E3,8300.2009,-122.32937,47.61396,"(47.61396, -122.32937)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,NA
607333,11000176210,2011176210,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,06/02/2011 08:04:00 PM,2 AV / PIKE ST,K,K1,8100.2010,-122.338906798,47.60928404,"(47.60928404, -122.338906798)",NA,NA,NA,NA
1669427,16000047872,201647872,161,TRESPASS,TRESPASS,TRESPASS,02/09/2016 11:41:58 AM,11XX BLOCK OF JOHN ST,D,D3,7300.3013,-122.33506,47.61968,"(47.61968, -122.33506)",TRESPASS,TRESPASS,TRESPASS,NA
908903,12000322576,2012322576,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,09/22/2012 06:03:00 PM,GREENWOOD AV N / N 76 ST,B,B3,2800.4006,-122.355300501,47.684016397,"(47.684016397, -122.355300501)",NA,NA,NA,NA
2093472,17000342831,2017342831,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/14/2017 04:32:26 PM,BROADWAY / MADISON ST,E,E3,7500.4022,-122.32076,47.611168,"(47.611168, -122.32076)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,NA
1920340,17000023459,201723459,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,01/19/2017 08:08:14 PM,7 AV / VIRGINIA ST,M,M2,7300.3025,-122.337456,47.615055,"(47.615055, -122.337456)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,NA
53947,10000301840,2010301840,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/29/2010 05:32:00 AM,9XX BLOCK OF WESTLAKE AVE N,D,D1,6700.1009,-122.340420288,47.628280675,"(47.628280675, -122.340420288)",NA,NA,NA,NA
1299113,13000031977,201331977,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,01/28/2013 07:27:00 PM,21XX BLOCK OF QUEEN ANNE AVE N,Q,Q2,6800.4011,-122.356933968,47.637776092,"(47.637776092, -122.356933968)",NA,NA,NA,NA
1590205,15000371855,2015371855,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,10/23/2015 09:55:00 PM,10XX BLOCK OF E PIKE ST,E,E2,7500.4014,-122.318793871,47.614089799,"(47.614089799, -122.318793871)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,NA
1806049,16000287489,2016287489,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,08/10/2016 03:44:25 AM,NICKERSON ST / QUEEN ANNE AV N,Q,Q2,6000.4008,-122.35768,47.649773,"(47.649773, -122.35768)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/09/2016 10:44:36 PM
647307,15000048575,201548575,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/12/2015 01:36:00 AM,7XX BLOCK OF N 85 ST,J,J3,2800.4001,-122.348559529,47.690574892,"(47.690574892, -122.348559529)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",02/11/2015 10:58:00 PM
471670,11000346348,2011346348,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,10/23/2011 08:40:00 PM,NE 50 ST / 22 AV NE,U,U2,4300.4006,-122.304432612,47.664901036,"(47.664901036, -122.304432612)",NA,NA,NA,NA
1027533,15000066504,201566504,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",02/27/2015 09:38:00 PM,23XX BLOCK OF 49 AV SW,W,W1,9600.3010,-122.39386434,47.581985268,"(47.581985268, -122.39386434)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",NA
1585897,15000366322,2015366322,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,10/19/2015 05:46:00 PM,5XX BLOCK OF NE NORTHGATE WY,L,L2,1200.3002,-122.321918378,47.708585782,"(47.708585782, -122.321918378)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,NA
1816789,16000306102,2016306102,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,08/24/2016 07:01:37 PM,56XX BLOCK OF 21 AV SW,F,F1,10800.3009,-122.359955,47.551937,"(47.551937, -122.359955)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,08/24/2016 01:06:30 PM
1973642,17000126318,2017126318,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,04/11/2017 10:05:44 AM,66XX BLOCK OF CARLETON AV S,O,O3,10900.1007,-122.32163,47.54275,"(47.54275, -122.32163)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,NA
1314492,13000051037,201351037,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,02/13/2013 08:43:00 PM,52XX BLOCK OF 46TH AVE S,R,R3,10300.1014,-122.275371022,47.554835723,"(47.554835723, -122.275371022)",NA,NA,NA,NA
1248893,11000041219,201141219,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,02/04/2011 01:10:00 AM,2XX BLOCK OF 5TH AVE N,D,D1,7200.1026,-122.347606813,47.62022747,"(47.62022747, -122.347606813)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,02/04/2011 12:20:00 AM
93041,10000358880,2010358880,191,FELONY WARRANT SERVICE,WARRANT CALLS,ARREST,10/13/2010 10:49:00 PM,10XX BLOCK OF S JACKSON ST,E,E3,9100.1002,-122.318430715,47.599186562,"(47.599186562, -122.318430715)",NA,NA,NA,NA
637763,11000199735,2011199735,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,06/22/2011 02:57:00 AM,15XX BLOCK OF 3RD AVE,K,K1,8100.2004,-122.338247307,47.610246301,"(47.610246301, -122.338247307)",NA,NA,NA,NA
579754,12000255555,2012255555,465,PEDESTRIAN VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/04/2012 02:00:00 PM,21XX BLOCK OF 1ST AVE,D,D1,8002.1005,-122.344562703,47.612221863,"(47.612221863, -122.344562703)",PEDESTRIAN VIOLATIONS,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/04/2012 01:59:00 PM
447828,11000311331,2011311331,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,09/21/2011 09:26:00 AM,48XX BLOCK OF CALIFORNIA AVE SW,W,W2,10500.6015,-122.386856412,47.558411166,"(47.558411166, -122.386856412)",NA,NA,NA,NA
1679204,16000064685,201664685,064,SHOPLIFT,THEFT,SHOPLIFTING,02/23/2016 09:13:45 AM,8XX BLOCK OF 3 AV,K,K1,8100.2029,-122.33304,47.604553,"(47.604553, -122.33304)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,NA
1899385,16000452387,2016452387,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/17/2016 03:31:49 PM,3XX BLOCK OF PINE ST,M,M2,8100.2002,-122.33815,47.610973,"(47.610973, -122.33815)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,NA
786726,12000128612,2012128612,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,04/27/2012 05:30:00 PM,10XX BLOCK OF E MARION ST,E,E2,8600.2001,-122.318704312,47.610402275,"(47.610402275, -122.318704312)",NA,NA,NA,NA
1674433,16000056417,201656417,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,02/16/2016 01:36:13 PM,S GENESEE ST / 50 AV S,R,R3,10100.1023,-122.27073,47.56411,"(47.56411, -122.27073)",TRAFFIC - MOVING VIOLATION,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,NA
1030943,15000071293,201571293,183,"NARCOTICS FOUND, RECOVERED",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/04/2015 12:25:00 AM,60XX BLOCK OF HIGH POINT DR SW,F,F1,10701.1005,-122.368641013,47.548475602,"(47.548475602, -122.368641013)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,03/03/2015 08:33:00 PM
835532,12000202812,2012202812,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,06/27/2012 07:40:00 PM,18XX BLOCK OF N 36TH ST,J,J3,5400.2009,-122.335724985,47.650498571,"(47.650498571, -122.335724985)",NA,NA,NA,NA
1893266,16000441010,2016441010,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,12/08/2016 11:28:49 AM,BEACON AV S / S AUSTIN ST,S,S1,11001.3015,-122.289955,47.534435,"(47.534435, -122.289955)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,12/08/2016 09:48:33 AM
816712,12000173704,2012173704,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,06/04/2012 04:25:00 PM,11XX BLOCK OF REPUBLICAN ST,D,D2,7300.3005,-122.33505483,47.623195984,"(47.623195984, -122.33505483)",NA,NA,NA,NA
